bin name	MAG	prodigal_count	mag	domain	completion	redundancy	total_length	domain	phylum	class	order	family	genus	depth!d10	depth!d20	depth!d30	depth!d40	depth!d70	depth!d90	depth!d110	depth!d130	depth!d150	depth!d170	depth!d190	depth!d200	depth!d210	depth!d220	depth!d230	depth!d240	cluster_members	closest_cluster_member	furthest_cluster_member
s_SalMarSW160140MG_2_8917685_Bin_45_contigs	s_SalMarSW160140MG_2_8917685_Bin_45	3871	s_SalMarSW160140MG_2_8917685_Bin_45	BACTERIA	95.77	9.86	3976839	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	R-RK-3	0.029638658	0.004899366	0.359353368	1.124204823	0.015089271	0.074257478	0.000982783	0.000626362	0.000312777	0.000947221	0.002118317	0.003905268	0.001701281	0.002878842	0.001917073	0.011649531	2	99.55	99.55
s_SalMarSW160140MG_2_8917685_Bin_46_contigs	s_SalMarSW160140MG_2_8917685_Bin_46	2088	s_SalMarSW160140MG_2_8917685_Bin_46	BACTERIA	87.32	0	2195260	Bacteria	Planctomycetota	Phycisphaerae	SG8-4	SG8-4	SG8-4	0.016261175	0.001785335	0.063523648	0.329981419	0.144490072	0.121492472	0.008466802	0.011488698	0.011956651	0.011871789	0.008525802	0.016874605	0.002074674	0.003817982	0.000679704	0.004930886	1	0	0
s_SalMarSW160140MG_2_8917685_Bin_50_contigs	s_SalMarSW160140MG_2_8917685_Bin_50	3056	s_SalMarSW160140MG_2_8917685_Bin_50	BACTERIA	74.65	0	3097014	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	unknown	unknown	0.019772036	0.013843012	0.12875585	0.990091352	0.249890286	0.136757932	0.010534202	0.006718645	0.009286327	0.009615268	0.015935466	0.002941882	0.003177071	0.00639132	0.002757611	0.017361148	2	99.66	99.66
s_SalMarSW160140MG_2_8917685_Bin_56_1_contigs	s_SalMarSW160140MG_2_8917685_Bin_56_1	1343	s_SalMarSW160140MG_2_8917685_Bin_56_1	BACTERIA	90.14	1.41	1297217	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	unknown	unknown	0.155311189	0.040860646	0.180237985	0.601256119	0.164123097	0.391186314	0.102628863	0.087571921	0.071491785	0.024451569	0.021150842	0.119556002	0.018684995	0.030796822	0.002301781	0.017078274	4	99.8	99.46
s_SalMarSW160140MG_2_8917685_Bin_57_contigs	s_SalMarSW160140MG_2_8917685_Bin_57	2144	s_SalMarSW160140MG_2_8917685_Bin_57	BACTERIA	95.77	2.82	2207106	Bacteria	Chloroflexota	Dehalococcoidia	SM23-28-2	SM23-28-2	SM23-28-2	0.069883448	0.002017291	0.029249101	0.561060629	0.559278528	0.360983526	0.079620756	0.042401093	0.053589945	0.025380202	0.043274768	0.062683918	0.029846367	0.019700914	0.000890647	0.00948353	1	0	0
s_SalMarSW160140MG_2_8917685_Bin_9_1_contigs	s_SalMarSW160140MG_2_8917685_Bin_9_1	3062	s_SalMarSW160140MG_2_8917685_Bin_9_1	ARCHAEA	92.11	2.63	2853440	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	unknown	0.009349367	0.001044207	0.258976176	0.969838431	0.005868409	0.018920184	0.001083001	0.000676471	0.007857412	0.000534226	0.001576817	0.002096495	0.02944792	1.007440376	0.546573475	0.411601685	5	99.82	99.18
s_SalMarSW160140MG_2_8917685_Bin_9_2_contigs	s_SalMarSW160140MG_2_8917685_Bin_9_2	1966	s_SalMarSW160140MG_2_8917685_Bin_9_2	ARCHAEA	82.89	2.63	1861208	Archaea	Asgardarchaeota	Lokiarchaeia	Thorarchaeales	Thorarchaeaceae	unknown	0.000922975	0.000579486	0.107337491	0.282244527	0.010592393	0.012616958	0.000322476	0.000217408	0.00046472	0.000251353	0.001410326	0.000387132	0.003415493	0.0302335	0.017214053	0.016916632	1	0	0
s_SalMarSW160150MG_2_8917613_Bin_20_2_contigs	s_SalMarSW160150MG_2_8917613_Bin_20_2	3310	s_SalMarSW160150MG_2_8917613_Bin_20_2	BACTERIA	97.18	2.82	3862911	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA10428	UBA10428	0.677481587	0.006097132	0.506466888	0.026733953	0.946816584	1.015587936	0.758015619	1.230334041	1.105854427	0.57650228	0.549764286	0.857798777	0.851223185	0.322892614	0.031694743	0.650098642	18	99.73	99.29
s_SalMarSW160150MG_2_8917613_Bin_26_contigs	s_SalMarSW160150MG_2_8917613_Bin_26	3393	s_SalMarSW160150MG_2_8917613_Bin_26	BACTERIA	94.37	5.63	3921228	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	vadinHA17	unknown	0.156951046	0.005115158	0.027724818	0.056408172	0.337384618	0.514279041	0.131129562	0.117777941	0.23278534	0.112106735	0.050695747	0.081250106	0.021157307	0.04381546	0.002368054	0.051987266	2	99.38	99.38
s_SalMarSW160150MG_2_8917613_Bin_31_contigs	s_SalMarSW160150MG_2_8917613_Bin_31	3189	s_SalMarSW160150MG_2_8917613_Bin_31	BACTERIA	84.51	4.23	3435016	Bacteria	Chloroflexota	Anaerolineae	UBA7937	unknown	unknown	1.453042626	0.016749333	0.130921044	0.49122729	2.221781568	2.820990493	1.160627591	0.833143539	0.439536637	0.019370356	0.022486812	0.254568202	0.011005388	0.307465512	0.001500037	0.02286667	1	0	0
s_SalMarSW160150MG_2_8917613_Bin_35_contigs	s_SalMarSW160150MG_2_8917613_Bin_35	3321	s_SalMarSW160150MG_2_8917613_Bin_35	ARCHAEA	86.84	1.32	3279031	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	unknown	unknown	0.014209939	0.000585952	0.444676041	0.004168744	0.241220623	0.585566349	0.069115649	0.049395338	0.227549759	0.15299082	0.095265266	0.459096115	0.122987659	0.027027333	0.006632975	0.381086929	3	99.72	99.71
s_SalMarSW160150MG_2_8917613_Bin_36_contigs	s_SalMarSW160150MG_2_8917613_Bin_36	2395	s_SalMarSW160150MG_2_8917613_Bin_36	BACTERIA	81.69	2.82	2515059	Bacteria	Planctomycetota	Phycisphaerae	SG8-4	SG8-4	SG8-4	0.562538845	0.005513605	0.690852604	0.158260345	1.590181225	1.883414168	0.906391563	0.866995392	1.201675742	1.26103307	1.248707067	1.14391786	0.946555532	0.659451242	0.11005065	1.104387527	9	99.34	98.87
s_SalMarSW160150MG_2_8917613_Bin_45_contigs	s_SalMarSW160150MG_2_8917613_Bin_45	2702	s_SalMarSW160150MG_2_8917613_Bin_45	BACTERIA	95.77	0	3161275	Bacteria	Zixibacteria	MSB-5A5	MSB-5A5	SM1-73	SM1-73	0.017730499	0.000237614	0.001948593	0.017230218	0.033229532	0.116796775	0.009226519	0.012962063	0.184590193	0.092583627	0.160717302	0.127478071	0.018310794	0.057147683	0.004340893	0.001154123	2	99.4	99.4
s_SalMarSW160150MG_2_8917613_Bin_55_contigs	s_SalMarSW160150MG_2_8917613_Bin_55	2845	s_SalMarSW160150MG_2_8917613_Bin_55	BACTERIA	95.77	0	3198509	Bacteria	Planctomycetota	Phycisphaerae	SG8-4	SG8-4	unknown	0.016388872	0.004244716	0.022862629	0.019700106	0.053314346	0.062322649	0.052630601	0.122667609	0.237354957	0.032827044	0.023509197	0.029676643	0.023261885	0.012138498	0.001493571	0.009956332	1	0	0
s_SalMarSW160150MG_2_8917613_Bin_57_1_contigs	s_SalMarSW160150MG_2_8917613_Bin_57_1	448	s_SalMarSW160150MG_2_8917613_Bin_57_1	BACTERIA	78.87	0	416209	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA1441	unknown	0.030271486	3.79858E-05	0.043361246	0.000927016	0.030403224	0.030779849	0.028322893	0.024232544	0.061232374	0.027089565	0.053429112	0.026473709	0.021782053	0.013973942	0.00439666	0.028130539	5	98.7	98.38
s_SalMarSW160150MG_2_8917613_Bin_62_1_contigs	s_SalMarSW160150MG_2_8917613_Bin_62_1	440	s_SalMarSW160150MG_2_8917613_Bin_62_1	BACTERIA	73.24	1.41	385783	Bacteria	Patescibacteria	Paceibacteria	UBA6257	UBA9933	unknown	0.020071074	8.08209E-05	0.00997088	0.001151698	0.008269599	0.027690065	0.012830325	0.013416277	0.030006393	0.01035478	0.004736107	0.012143347	0.003396904	0.011015087	0.000611006	0.011761872	1	0	0
s_SalMarSW160170MG_3_8942300_Bin_22_1_contigs	s_SalMarSW160170MG_3_8942300_Bin_22_1	1928	s_SalMarSW160170MG_3_8942300_Bin_22_1	BACTERIA	91.55	0	1901310	Bacteria	Bipolaricaulota	Bipolaricaulia	UBA7950	UBA7950	unknown	0.554238533	0.000528569	0.003493081	0.00747917	0.450622038	0.98758267	0.362581356	0.475688655	0.579317273	0.15338765	0.03578105	0.156383683	0.010355588	0.032764004	0.00847246	0.011120154	5	99.16	98.67
s_SalMarSW160170MG_3_8942300_Bin_24_2_contigs	s_SalMarSW160170MG_3_8942300_Bin_24_2	1258	s_SalMarSW160170MG_3_8942300_Bin_24_2	BACTERIA	92.96	1.41	1275502	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	UBA5760	unknown	0.101839242	0.002251672	0.134490097	0.012292866	0.174845612	0.247855214	0.084036812	0.08108604	0.107169384	0.572064401	0.483905721	0.816301262	0.592975205	0.164954744	0.002435135	0.510946793	2	97.42	97.42
s_SalMarSW160170MG_3_8942300_Bin_24_3_contigs	s_SalMarSW160170MG_3_8942300_Bin_24_3	1378	s_SalMarSW160170MG_3_8942300_Bin_24_3	BACTERIA	94.37	0	1350948	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	UBA5760	unknown	0.030007201	0.00275357	0.229096672	0.017693322	0.14235155	0.276806085	0.094764177	0.08826294	0.040210846	0.236507953	0.44288909	1.017243149	0.716241697	0.22434036	0.001004604	0.2288631	8	99.85	99.58
s_SalMarSW160170MG_3_8942300_Bin_32_contigs	s_SalMarSW160170MG_3_8942300_Bin_32	2692	s_SalMarSW160170MG_3_8942300_Bin_32	BACTERIA	100	4.23	2774163	Bacteria	Caldatribacteriota	JS1	SB-45	34-128	34-128	0.157145016	0.048317187	0.224472098	0.159220498	0.454828769	0.388384252	0.212642336	0.18757976	0.458620079	0.745822971	0.690646511	0.553313942	0.993666871	0.243806085	0.128878698	0.168862437	5	99.77	98.68
s_SalMarSW160170MG_3_8942300_Bin_6_1_contigs	s_SalMarSW160170MG_3_8942300_Bin_6_1	3577	s_SalMarSW160170MG_3_8942300_Bin_6_1	BACTERIA	97.18	1.41	4070165	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	vadinHA17	LD21	0.565413646	0.009148931	0.752894804	0.063311897	1.060573683	1.566994503	0.560449623	0.625164572	0.440318984	0.405032559	0.910562732	0.959355146	0.490148331	0.269933072	0.0231649	0.785118924	19	99.7	99
s_SalMarSW160170MG_4_8917696_Bin_13_contigs	s_SalMarSW160170MG_4_8917696_Bin_13	3838	s_SalMarSW160170MG_4_8917696_Bin_13	BACTERIA	80.28	5.63	3767649	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	SZUA-6	unknown	0.259328556	0.29441697	0.948526755	1.287088935	1.811967643	1.480689855	0.292314817	0.156736062	0.064772331	0.038378635	0.040981069	0.078521591	0.044599423	0.099672433	0.019650805	0.059362177	9	99.4	98.67
s_SalMarSW160170MG_4_8917696_Bin_41_2_contigs	s_SalMarSW160170MG_4_8917696_Bin_41_2	1149	s_SalMarSW160170MG_4_8917696_Bin_41_2	BACTERIA	88.73	0	1034365	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	UBA5760	unknown	0.590750204	0.012269428	0.135164143	0.284475993	0.444736657	0.387048282	0.303957883	0.27300346	0.238964102	0.017993167	0.008290613	0.04504313	0.004357865	0.084311604	0.000736279	0.005187088	5	99.33	98.68
s_SalMarSW160190MG_3_8917615_Bin_13_1_contigs	s_SalMarSW160190MG_3_8917615_Bin_13_1	3622	s_SalMarSW160190MG_3_8917615_Bin_13_1	BACTERIA	91.55	4.23	3756125	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	unknown	unknown	0.400330396	0.130158094	3.013902819	1.318394928	2.224068801	2.069500357	0.824612888	0.806327149	1.588231015	1.286595119	2.476534042	2.081154737	2.522062906	0.923647643	0.359992661	1.478887548	9	99.97	99.39
s_SalMarSW160190MG_3_8917615_Bin_14_contigs	s_SalMarSW160190MG_3_8917615_Bin_14	3103	s_SalMarSW160190MG_3_8917615_Bin_14	BACTERIA	84.51	8.45	3450164	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentiales	unknown	unknown	0.060097648	0.000213367	0.158428453	0.00029338	0.198674052	0.189017565	0.082687103	0.085407536	0.192399921	0.067081386	0.173506409	0.0861818	0.065975755	0.056587594	0.003702408	0.134321181	1	0	0
s_SalMarSW160190MG_3_8917615_Bin_23_1_contigs	s_SalMarSW160190MG_3_8917615_Bin_23_1	3402	s_SalMarSW160190MG_3_8917615_Bin_23_1	BACTERIA	90.14	2.82	4123564	Bacteria	Planctomycetota	Phycisphaerae	SM23-33	SM23-33	unknown	0.005131322	0.005691411	0.056914111	0.013528618	0.122585171	0.140149988	0.06776109	0.033651418	0.104718893	0.0525813	0.310960209	0.100136345	0.101196716	0.018976758	0.037353825	0.02921758	1	0	0
s_SalMarSW160190MG_3_8917615_Bin_33_contigs	s_SalMarSW160190MG_3_8917615_Bin_33	3984	s_SalMarSW160190MG_3_8917615_Bin_33	BACTERIA	98.59	2.82	4160769	Bacteria	Gemmatimonadota	Gemmatimonadetes	SG8-23	UBA6960	unknown	0.005342265	0.005566139	0.087222774	0.016855208	0.086518824	0.0667185	0.010136563	0.000939948	0.016425241	0.065948276	0.291661784	0.025001152	0.023932699	0.025863511	0.007366829	0.075467367	1	0	0
s_SalMarSW160190MG_3_8917615_Bin_36_1_contigs	s_SalMarSW160190MG_3_8917615_Bin_36_1	2120	s_SalMarSW160190MG_3_8917615_Bin_36_1	BACTERIA	91.55	0	2299540	Bacteria	WOR-3_B	UBA3072	UBA3072	UBA3072	unknown	4.741082823	0.000497857	1.059143152	0.001211506	5.048701894	5.60851384	4.142286085	6.082656391	4.243226598	3.329982227	3.965618769	3.44513268	3.17683704	1.325773881	0.222279425	1.378082814	30	99.99	99.73
s_SalMarSW160190MG_3_8917615_Bin_42_1_contigs	s_SalMarSW160190MG_3_8917615_Bin_42_1	2117	s_SalMarSW160190MG_3_8917615_Bin_42_1	BACTERIA	91.55	1.41	2114435	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	RBG-16-60-22	RBG-16-60-22	0.06243014	0.007981069	0.188293409	0.042951484	0.258884849	0.273726807	0.147076343	0.116611695	0.133314152	0.092006566	0.325298654	0.387347319	0.218982739	0.101508685	0.016550513	0.141668613	4	99.95	98.54
s_SalMarSW160190MG_3_8917615_Bin_5_1_contigs	s_SalMarSW160190MG_3_8917615_Bin_5_1	4714	s_SalMarSW160190MG_3_8917615_Bin_5_1	BACTERIA	97.18	2.82	5141633	Bacteria	Chloroflexota	Anaerolineae	unknown	unknown	unknown	0.01052612	0.006221596	0.054328649	0.025929784	0.415886812	0.440024796	0.608037805	1.00777255	0.223317166	0.291905055	0.597265989	0.56069936	0.319246781	0.048099778	0.010458231	0.022260513	6	99.97	99.55
s_SalMarSW160190MG_3_8917615_Bin_51_1_contigs	s_SalMarSW160190MG_3_8917615_Bin_51_1	1957	s_SalMarSW160190MG_3_8917615_Bin_51_1	ARCHAEA	97.37	0	1701905	Archaea	Euryarchaeota	Thermococci	Methanofastidiosales	unknown	unknown	0.299136913	0.000118807	0.015460239	0.007640004	0.473272109	0.673585209	0.360773392	0.315390006	0.19707218	0.148917444	0.207633054	0.183508809	0.067699666	0.066875292	0.005897504	0.022869095	12	99.9	99.39
s_SalMarSW160190MG_3_8917615_Bin_52_contigs	s_SalMarSW160190MG_3_8917615_Bin_52	3170	s_SalMarSW160190MG_3_8917615_Bin_52	BACTERIA	94.37	2.82	3556996	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	HGW-15	unknown	0.012630698	0.014538072	0.282752891	0.045375304	0.527587018	0.533323689	0.415410777	0.270605502	0.264262675	0.555703009	0.739724223	0.936812567	1.161447115	0.484587041	0.155846224	0.40017522	14	99.63	99.14
s_SalMarSW160190MG_3_8917615_Bin_8_2_contigs	s_SalMarSW160190MG_3_8917615_Bin_8_2	2874	s_SalMarSW160190MG_3_8917615_Bin_8_2	BACTERIA	87.32	2.82	3258745	Bacteria	Planctomycetota	Phycisphaerae	SG8-4	SG8-4	RBG-13-46-10	0.931661848	0.001057138	0.09599023	0.112020257	1.278926827	1.332863494	0.958686757	0.938816927	0.489770897	0.311569599	0.565306962	0.760800709	0.32313346	0.303328287	0.008397296	0.312499848	4	99.51	98.84
s_SalMarSW160190MG_4_8917695_Bin_10_2_contigs	s_SalMarSW160190MG_4_8917695_Bin_10_2	1509	s_SalMarSW160190MG_4_8917695_Bin_10_2	ARCHAEA	68.42	5.26	1391219	Archaea	Crenarchaeota	Bathyarchaeia	B26-1	BA1	unknown	0.164292821	0.120285815	0.438496472	0.594226313	0.5852859	0.659414064	0.205560804	0.179811251	0.221935128	0.214420397	0.227891632	0.27276423	0.369611162	0.238668297	0.087484634	0.340750002	2	99.11	99.11
s_SalMarSW160190MG_4_8917695_Bin_2_3_contigs	s_SalMarSW160190MG_4_8917695_Bin_2_3	2747	s_SalMarSW160190MG_4_8917695_Bin_2_3	BACTERIA	84.51	5.63	2647208	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Sulfurifustaceae	Sulfuricaulis	0.14279849	0.005390757	0.009039823	0.166053909	0.056640936	0.330839738	0.00597186	0.000984399	0.009338052	0.000674047	0.001259999	0.001140384	0.000910852	0.000908427	0.000709608	0.008930715	1	0	0
s_SalMarSW160190MG_4_8917695_Bin_21_1_contigs	s_SalMarSW160190MG_4_8917695_Bin_21_1	2381	s_SalMarSW160190MG_4_8917695_Bin_21_1	BACTERIA	98.59	4.23	2504567	Bacteria	Proteobacteria	Alphaproteobacteria	UBA11136	UBA11136	unknown	0.024915481	0.007450883	0.007204379	0.246910417	0.076670791	2.285760238	0.005478852	0.005035145	0.002229042	0.004052362	0.009444736	0.003706449	0.005785163	0.004287551	0.002649311	0.049818032	3	99.96	99.54
s_SalMarSW160190MG_4_8917695_Bin_31_contigs	s_SalMarSW160190MG_4_8917695_Bin_31	2049	s_SalMarSW160190MG_4_8917695_Bin_31	BACTERIA	83.1	1.41	2052210	Bacteria	Bacteroidota	UBA10030	UBA10030	UBA10030	Fen-1298	0.220125547	0.001224437	0.040456541	0.236804566	0.479149408	0.636110152	0.21535307	0.201114844	0.125961062	0.016088218	0.018307561	0.086622274	0.058899881	0.050100905	0.000133355	0.044213907	2	96.16	96.16
s_SalMarSW160190MG_4_8917695_Bin_40_contigs	s_SalMarSW160190MG_4_8917695_Bin_40	3241	s_SalMarSW160190MG_4_8917695_Bin_40	BACTERIA	95.77	7.04	3276187	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	UBA6898	Sulfobium	0.003561779	0.001748965	0.002146604	0.828304789	0.192814533	1.272124128	0.006005805	0.001294752	0.003109182	0.00162046	0.005924175	0.024259215	0.001712596	0.001028851	0.000115574	0.011504862	2	99.63	99.63
s_SalMarSW160200MG_2_8917694_Bin_1_1_contigs	s_SalMarSW160200MG_2_8917694_Bin_1_1	1714	s_SalMarSW160200MG_2_8917694_Bin_1_1	BACTERIA	80.28	0	1662024	Bacteria	Chloroflexota	Dehalococcoidia	GIF9	AB-539-J10	RBG-13-51-36	0.338318908	0.005216992	0.29338327	0.193918547	0.857451247	0.780964727	0.463538842	0.271760434	0.608240665	0.221938361	0.422544033	0.975893536	0.576688168	0.252940468	0.042248342	0.277852717	1	0	0
s_SalMarSW160200MG_2_8917694_Bin_11_1_contigs	s_SalMarSW160200MG_2_8917694_Bin_11_1	2053	s_SalMarSW160200MG_2_8917694_Bin_11_1	BACTERIA	88.73	2.82	2181733	Bacteria	WOR-3_B	UBA3072	UBA3072	UBA3072	unknown	0.253886881	0.004167128	0.077117731	0.078262156	0.729501181	1.047280254	0.441382588	0.595816869	0.333702416	0.218292528	0.148761459	0.482619859	0.405148133	0.183753697	0.009896525	0.081202422	2	99.46	99.46
s_SalMarSW160200MG_2_8917694_Bin_14_2_contigs	s_SalMarSW160200MG_2_8917694_Bin_14_2	1578	s_SalMarSW160200MG_2_8917694_Bin_14_2	BACTERIA	71.83	4.23	1448921	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	UBA5760	unknown	0.029885162	0.001842718	0.041243737	0.014315006	0.079360512	0.07135843	0.043386301	0.036425193	0.039910192	0.032005095	0.063277144	0.097524212	0.094385935	0.036736353	0.002865911	0.051566997	2	98.64	98.64
s_SalMarSW160200MG_2_8917694_Bin_15_4_contigs	s_SalMarSW160200MG_2_8917694_Bin_15_4	1320	s_SalMarSW160200MG_2_8917694_Bin_15_4	BACTERIA	88.73	1.41	1243119	Bacteria	Actinobacteriota	UBA1414	UBA1414	UBA1414	20-14-0-20-35-9	0.254936745	0.001292327	0.013851094	0.042995127	0.273324319	0.299376951	0.112870493	0.110877449	0.079742795	0.058726116	0.043131715	0.13400113	0.030104994	0.060955158	0.011370699	0.052934487	5	99.17	98.45
s_SalMarSW160200MG_2_8917694_Bin_16_1_contigs	s_SalMarSW160200MG_2_8917694_Bin_16_1	1139	s_SalMarSW160200MG_2_8917694_Bin_16_1	BACTERIA	85.92	4.23	1036396	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	UBA5760	unknown	0.11968774	0.195043575	0.932171829	0.945932403	0.973751781	0.917715386	0.195370899	0.145545594	0.081823935	0.110897654	0.110586493	0.278897732	0.179711033	0.10399797	0.015835248	0.165501902	1	0	0
s_SalMarSW160200MG_2_8917694_Bin_19_1_contigs	s_SalMarSW160200MG_2_8917694_Bin_19_1	3064	s_SalMarSW160200MG_2_8917694_Bin_19_1	BACTERIA	84.51	0	3516246	Bacteria	Planctomycetota	Phycisphaerae	SG8-4	SG8-4	unknown	1.594248943	0.062099583	3.536081299	2.670316002	5.438376049	5.822891402	1.558079953	1.065634691	1.033972277	0.656142432	1.297163266	2.497360792	0.400690049	0.886906441	0.029424482	1.93791739	16	99.39	98.81
s_SalMarSW160200MG_2_8917694_Bin_24_1_contigs	s_SalMarSW160200MG_2_8917694_Bin_24_1	4125	s_SalMarSW160200MG_2_8917694_Bin_24_1	BACTERIA	88.73	4.23	4491814	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	BuS5	S5133MH16	0.543966999	0.293797881	0.389628894	0.352368822	0.954145428	1.037380496	0.467872461	0.499860584	0.421267871	0.396995724	0.447497501	0.459853407	0.364173529	0.219817619	0.040257722	0.196053836	7	99.8	99.21
s_SalMarSW160200MG_2_8917694_Bin_27_1_contigs	s_SalMarSW160200MG_2_8917694_Bin_27_1	2324	s_SalMarSW160200MG_2_8917694_Bin_27_1	BACTERIA	90.14	1.41	2702390	Bacteria	Planctomycetota	Phycisphaerae	SG8-4	SG8-4	unknown	0.007640004	0.022759179	0.072927973	0.097784455	0.171199779	0.079522962	0.013771889	0.012330852	0.048922536	0.01008403	0.051042469	0.741570981	0.088617744	0.005468345	0.000998947	0.001757047	1	0	0
s_SalMarSW160200MG_2_8917694_Bin_31_1_contigs	s_SalMarSW160200MG_2_8917694_Bin_31_1	2331	s_SalMarSW160200MG_2_8917694_Bin_31_1	BACTERIA	92.96	1.41	2584135	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantaceae	Aminicenans	0.374878263	0.000505939	0.579626817	0.011336754	0.375858622	0.542917943	0.172298136	0.239035224	0.404677755	0.382407543	0.558975449	0.293993468	0.21457234	0.174732462	0.050830718	1.057631801	13	99.82	98.94
s_SalMarSW160200MG_2_8917694_Bin_31_2_contigs	s_SalMarSW160200MG_2_8917694_Bin_31_2	4022	s_SalMarSW160200MG_2_8917694_Bin_31_2	BACTERIA	94.37	2.82	4069382	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	SZUA-6	unknown	0.178447801	0.002718817	0.080939754	0.032162696	0.292475651	0.457344725	0.216874929	0.708567748	0.158856804	0.28540301	0.3723025	0.422246612	0.183258264	0.181361397	0.051436067	0.123501681	2	99.57	99.57
s_SalMarSW160200MG_2_8917694_Bin_38_1_contigs	s_SalMarSW160200MG_2_8917694_Bin_38_1	1911	s_SalMarSW160200MG_2_8917694_Bin_38_1	BACTERIA	88.73	0	1884628	Bacteria	WOR-3_B	UBA3072	UBA3072	UBA3072	unknown	0.007675565	3.23284E-06	0.007201146	5.33418E-05	0.011563053	0.011325439	0.006731577	0.008769073	0.026764665	0.025026206	0.139752348	0.128080996	0.029003405	0.011133085	0.000967427	0.003162524	2	99.68	99.68
s_SalMarSW160200MG_2_8917694_Bin_40_1_contigs	s_SalMarSW160200MG_2_8917694_Bin_40_1	3568	s_SalMarSW160200MG_2_8917694_Bin_40_1	ARCHAEA	75	3.95	3844814	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	unknown	unknown	0.139311874	0.000763758	0.035665476	0.007673949	0.236386722	0.278247123	0.118966817	0.056732264	0.041324558	0.110356962	0.01026911	0.248800011	0.046002475	0.079230391	0.007139722	0.026037276	1	0	0
s_SalMarSW160200MG_2_8917694_Bin_43_2_contigs	s_SalMarSW160200MG_2_8917694_Bin_43_2	2496	s_SalMarSW160200MG_2_8917694_Bin_43_2	BACTERIA	76.06	1.41	2585101	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	RBG-16-60-22	unknown	0.055014819	0.006038941	0.083423381	0.035937034	0.222938116	0.182958418	0.08229997	0.109948008	0.02791313	0.043773433	0.065277462	0.269659897	0.208922148	0.060576916	0.001935662	0.023930274	1	0	0
s_SalMarSW160200MG_2_8917694_Bin_52_1_contigs	s_SalMarSW160200MG_2_8917694_Bin_52_1	1964	s_SalMarSW160200MG_2_8917694_Bin_52_1	BACTERIA	95.77	0	2079317	Bacteria	Chloroflexota	Dehalococcoidia	SM23-28-2	SM23-28-2	SM23-28-2	0.075768021	0.000143861	0.007490485	0.029157773	0.201099488	0.429981177	0.050615734	0.043973869	0.073144573	0.019729201	0.071982368	0.257725876	0.021254293	0.010838897	0.000342681	0.00324092	1	0	0
s_SalMarSW160200MG_2_8917694_Bin_76_2_contigs	s_SalMarSW160200MG_2_8917694_Bin_76_2	622	s_SalMarSW160200MG_2_8917694_Bin_76_2	BACTERIA	77.46	2.82	580491	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	Paceibacteraceae	Paceibacter	0.16450538	7.11224E-05	0.00105633	0.000349146	0.414170983	0.286271027	0.144200733	0.09040227	0.06724222	0.01110399	0.003320124	0.051668023	0.001081384	0.042331587	0.000144669	0.002094879	11	99.69	99.33
s_SalMarSW160210MG_3_8917618_Bin_11_contigs	s_SalMarSW160210MG_3_8917618_Bin_11	4632	s_SalMarSW160210MG_3_8917618_Bin_11	BACTERIA	88.73	4.23	5684952	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	UBA11386	UBA11386	0.042958758	0.029970832	0.150393234	0.066290149	0.371076446	0.290325813	0.174044676	0.123249519	0.349999151	0.224546453	0.110952612	0.236624335	0.415215998	0.119414565	0.017134041	0.067449121	1	0	0
